mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.015080404281616212,0.0011713386081208164,0.005796194076538086,0.001778038794614919,0.01,liblinear,"{'C': 0.01, 'solver': 'liblinear'}",0.94625,0.93875,0.94625,0.9425,0.9425,0.9432499999999999,0.0028062430400804797,8
0.017216825485229494,0.006238753458354238,0.005287027359008789,0.0009778835094904344,0.01,lbfgs,"{'C': 0.01, 'solver': 'lbfgs'}",0.94625,0.93875,0.945,0.94375,0.94375,0.9435,0.0025495097567964035,7
0.014945745468139648,0.000562150503192512,0.004524326324462891,0.00032769537335314644,0.1,liblinear,"{'C': 0.1, 'solver': 'liblinear'}",0.96,0.9525,0.955,0.95,0.94625,0.95275,0.004636809247747832,5
0.027045345306396483,0.009658053485794349,0.006284570693969727,0.001322459994031575,0.1,lbfgs,"{'C': 0.1, 'solver': 'lbfgs'}",0.96,0.95375,0.955,0.94875,0.94625,0.95275,0.004834769901453408,5
0.021337604522705077,0.0024287312987504614,0.005682468414306641,0.0011436516022540586,1.0,liblinear,"{'C': 1, 'solver': 'liblinear'}",0.965,0.95625,0.96,0.95,0.94875,0.9559999999999998,0.00609302880347697,3
0.018146324157714843,0.0014337418829614302,0.004473829269409179,0.00029636051220557625,1.0,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",0.965,0.95625,0.96,0.95,0.9475,0.9557499999999999,0.00640312423743284,4
0.021819353103637695,0.004601896494333198,0.0053905010223388675,0.0015692128301335703,10.0,liblinear,"{'C': 10, 'solver': 'liblinear'}",0.96625,0.95625,0.96,0.9525,0.9475,0.9565000000000001,0.0063933559262722185,1
0.02031679153442383,0.0015116013139331041,0.0049209117889404295,0.00023837739588769053,10.0,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",0.96625,0.95625,0.96,0.9525,0.9475,0.9565000000000001,0.0063933559262722185,1
